번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL,신청기간,지원대상,사업개요,해시태그,지원분야중분류,조회수
815,경기도,경기환경에너지진흥원,경영,[경기] 양주시 2026년 음식점 미세먼지ㆍ악취 방지시설 설치 지원사업 공고,,,2026-05-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122305,예산 소진시까지,소상공인,"도심 생활권 내 음식점에서의 미세먼지ㆍ악취 물질 배출을 저감하는 방지시설의 설치를 지원하여 생활 주변 쾌적한 대기환경 조성을 유도하기 위해 추진하는 「2026년 음식점 미세먼지ㆍ악취 방지시설 설치 지원사업(양주시)」을 다음과 같이 공고하오니 지원을 희망하는 기업은 경기환경에너지진흥원으로 신청하여 주시기 바랍니다. ☞ 공고일 기준 사업대상 지역에 소재한 미세먼지ㆍ악취 배출 음식점 ☞ 미세먼지ㆍ악취 방지시설(음식점 1개소당 최대 2,700만원 이내) 지원 - 세라믹 필터, 흡착에 의한 시설, 전기 집진시설, 복합 방지시설, 기타 시설 ","경영,경기,복합방지시설,세라믹필터,2026,전기집진시설,음식점,경기환경에너지진흥원,악취,미세먼지,양주시,경기도",시설/입지지원,5552
816,서울특별시,서울시여성가족재단,경영,[서울] 2026년 직장 내 성희롱ㆍ성폭력 예방 컨설팅 참여기업 모집 공고,2026-05-13,2026-12-31,2026-05-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122297,,중소기업,"안녕하세요. 서울시여성가족재단 일생활균형지원센터입니다. 서울 소재 중소기업을 대상으로 일ㆍ생활균형 무료 컨설팅ㆍ교육 프로그램을 시행합니다. 전문 컨설턴트가 함께하여 각 기업의 특성에 맞는 일ㆍ생활균형 제도와 조직문화 구축을 돕고, 임직원의 만족도와 조직 성과를 동시에 높일 수 있도록 안내해 드립니다. 이번 기회를 통해 귀사에 맞는 조직문화를 만들어 보시기 바랍니다. ☞ 서울시 소재 중소기업(강소기업 등) ☞ 맞춤형 대면 컨설팅 지원","경영,서울,일ㆍ생활균형,2026,서울시여성가족재단,조직문화,서울특별시,컨설팅,강소기업,교육,중소기업",컨설팅,5474
817,중소벤처기업부,소상공인시장진흥공단,경영,2026년 찾아가는 1:1 디지털 교육 소상공인 모집 공고,2026-05-20,2026-11-30,2026-05-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122273,,소상공인,"소상공인의 온라인 판로 진출 및 디지털 전환 실현을 위한「’26년 찾아가는 1:1 디지털 교육」에 참여를 희망하는 소상공인을 모집합니다. ☞ 온라인 진출의사가 있으나, 디지털 활용 수준 및 경영여건으로 집체교육 참여가 어려운 디지털 취약계층 소상공인 - ｢소상공인 기본법｣ 제2조에 따른 소상공인으로, 신청일 현재 정상적으로 영업 중인 점포 ☞ 집합교육 참여가 어려운 소상공인을 대상으로 온라인 플랫폼 입점 및 홍보 방법 등 찾아가는 1:1 디지털 교육 지원","경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,디지털 취약계층,디지털 교육,2026,온라인 플랫폼,소상공인시장진흥공단,중소벤처기업부,소상공인,온라인",교육,10528
818,산업통상부,국가독성과학연구소,기술,2026년 2차 메카노바이오활성소재 혁신의료기기 실증 기반구축 생물학적 시험평가인증 지원사업 공고(산업혁신기반구축사업),,,2026-05-21,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122268,예산 소진시까지,중소기업,"「국가독성과학연구소 전북첨단바이오연구본부 중개독성연구센터」에서는 산업통상자원부와 전북특별자치도 및 전주시가 함께 지원하는 2026년도 산업혁신 기반 구축 사업의 일환으로, 생물학적 시험평가인증 지원사업을 다음과 같이 공고하오니 의료기기 전ㆍ후방 산업군에 해당하는 중소ㆍ중견기업의 많은 참여 바랍니다. ☞ 의료기기 전ㆍ후방 산업군에 해당하는 전국의 중소ㆍ중견기업 ☞ 설치류 급성전신독성시험 지원(기업당 최대 800만 원 상당)","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,설치류,급성전신독성시험,산업통상부,2026,생물학적,국가독성과학연구소,전후방산업,시험평가인증,전주시,의료기기,중견기업,중소기업",시험/인증,6231
819,강원특별자치도,강원특별자치도경제진흥원,기술,[강원] 원주시 2026년 중소기업 지식재산 국내 분쟁 지원 사업 수시 모집 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122255,예산 소진시까지,중소기업,"지식재산권 관련 분쟁으로 애로를 겪고 있는 원주시 소재 중소기업을 대상으로 지식재산권 관련 심판 및 소송 등의 비용을 지원하는 「2026년 원주시 중소기업 지식재산 국내 분쟁 지원 사업」 지원기업을 모집하오니 관심 있는 기업의 많은 참여 바랍니다. ☞ 지식재산권 분쟁으로 인해 관련 심판 또는 소송을 진행 중이거나 진행 예정인 원주시 소재 중소기업 ☞ 무효심판, 권리범위확인심판, 취소심판, 지식재산권 관련 소송(가처분, 민ㆍ형사 소송 등), 경고장 대응 지원 - 기업당 최대 8,000 천원 이내 지원","기술,강원,경고장대응,2026,무효심판,권리범위확인심판,강원특별자치도경제진흥원,강원특별자치도,소송,원주시,강원지식재산센터,지식재산권,중소기업",시험/인증,6397
820,대전광역시,대전일자리경제진흥원,내수,[대전] 2026년 전통시장 등 공동배송시스템 지원사업 라이더 배달비 지원사업 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122254,예산 소진시까지,소상공인,"전통시장ㆍ상점가ㆍ골목형상점가의 판로확대 및 소비환경 변화에 대한 대응력 확보를 위하여 「2026년 라이더 배달비 지원사업」을 다음과 같이 공고합니다. ☞ 관내 전통시장ㆍ상점가ㆍ골목형상점가 소속 소상공인 ☞ 온라인(배달의민족, 쿠팡이츠, 땡겨요 등) 배달앱 접수 배달 건당 2,000원 / 연간 최대 50만원 지원","내수,경영,대전,라이더,2026,배달앱,배달비,골목형상점가,상점가,전통시장,대전일자리경제진흥원,대전광역시,소상공인,온라인",온라인,6985
821,부산광역시,부산시기계공업협동조합,수출,[부산] 기계-부품산업 수출활성화 지원사업 高유가 대응 수출기업 물류비 지원사업 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122249,선착순 접수,중소기업,부산광역시와 부산시기계공업협동조합에서는 중동전쟁 장기화 및 고유가로 수출입 물류비 증가 등에 따라 피해가 우려되는 기업의 부담을 완화하기 위하여 「高유가 대응 수출기업 물류비 지원사업」을 다음과 같이 공고 하오니 관심 있는 기업의 많은 참여를 바랍니다. ☞ 사업자등록증상 부산광역시를 소재지로 하는 제조기업 ☞ 국제운임(INCOTERMS상 C조건 또는 D조건)지원(업체당 최대 250만원) ※ 자세한 지원내용 공고문 참조,"수출,부산,특송업체운송료,작업료,중동전쟁,2026,할증료,국제운임,부산시기계공업협동조합,내륙운송료,창고료,대응,물류비,부산광역시,제조기업",해외진출,6044
822,부산광역시,부산시기계공업협동조합,수출,[부산] 기계-부품산업 수출활성화 지원사업 해외전시회 개별참가 지원사업 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122247,선착순 접수,중소기업,"부산광역시와 부산시기계공업협동조합에서는 수출 판로 확대를 위하여 「해외전시회 개별참가 지원사업」을 다음과 같이 공고 하오니 관심 있는 기업의 많은 참여를 바랍니다. ☞ 사업자등록증상 부산광역시를 소재지로 하는 제조기업 ☞ 해외전시회 개별참가 지원(업체당 최대 625만원) - 참가 부스 임차료, 장치비, 화물탁송료, 통역료, 편도항공료(1사2인, 일반석), 전시부스 조성비(디자인, 홍보물 등), 온라인 플랫폼 입점 및 온라인 전시회 참가비용 지원","수출,부산,2026,통역료,플랫폼입점,부산시기계공업협동조합,참가비용,화물탁송료,임차료,항공료,홍보물,장치비,해외전시회,디자인,부산광역시,제조기업,전시회",해외진출,6118
823,강원특별자치도,강원특별자치도경제진흥원,기술,[강원] 춘천시 2026년 지식재산 국내분쟁 비용지원 사업 모집 연장 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122238,예산 소진시까지,중소기업,"지식재산권 관련 분쟁으로 애로를 겪고 있는 춘천시 소재 중소기업을 대상으로 지식재산권 관련 심판 및 소송 등의 비용을 지원하는「2026년 춘천시 지식재산 국내분쟁 비용지원 사업」지원기업을 모집하오니 관심 있는 기업의 많은 참여 바랍니다. ☞ 지식재산권 분쟁으로 인해 관련 심판 또는 소송을 진행 중이거나 진행 예정인 춘천시 소재 중소기업 (「중소기업기본법」제2조에 의거) ☞ 무효심판, 권리범위확인심판, 취소심판, 지식재산권 관련 소송(가처분, 민ㆍ형사 소송 등), 경고장 대응 지원 - 기업당 최대 8,000 천원 이내 지원","기술,강원,취소심판,경고장대응,국내분쟁,2026,비용지원,무효심판,권리범위확인심판,강원특별자치도경제진흥원,강원특별자치도,심판,소송,강원지식재산센터,춘천시,지식재산권",시험/인증,3990
824,중소벤처기업부,세종창조경제혁신센터,창업,2026년 창업BuS in 세종 수요투자 라운드 참여기업 상시 모집 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122229,상시 접수,창업벤처,"세종창조경제혁신센터는 성장 가능성 있는 창업기업을 발굴하고, 투자유치 역량 강화를 지원하기 위해 「2026 창업-BuS in 세종 수요투자라운드」 참여기업을 상시 모집 합니다. ☞ 창업 7년 이내 투자유치 희망기업 ※ AI-빅데이터, GovTech 등 딥테크 우대 ☞ 전문가 진단 및 맞춤형 멘토링, IR 피칭 기회 및 투자 미팅, 후속 성장 사업화 및 투자 검토 지원 ※ 기업 역량에 따라 단계별 맞춤형 지원 가능","창업,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,중소벤처기업부,세종창조경제혁신센터,창업7년이내,창업기업,창업BuS,수요투자라운드,투자유치,멘토링,IR피칭,투자미팅,사업화,창업진흥원",사업화지원,5068
825,부산광역시,부산경제진흥원,수출,[부산] 2026년 수출입 애로 중소기업 바우처 지원사업 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122227,예산 소진시까지,중소기업,"원자재 수입에 애로를 겪은 기업을 포함하여 수출입에 어려움을 겪고 있는 부산지역 중소기업을 위하여 기업 위기 극복 및 수출 경쟁력 강화를 목적으로 “2026수출입 애로 중소기업 바우처 지원사업”참가기업을 모집합니다. 참가를 희망하는 기업 관계자께서는 아래 내용을 참조하시어 정해진 기한 내 신청하시기 바랍니다. ☞ 아래의 자격 중 한 가지에 해당되는 부산 소재 중소기업 ① 부산소재의 수출입 중소기업 - 사업자등록증상 본점 또는 사업장 소재지가 부산인 중소기업 - 직전년도 직수출액 3,000만 달러 미만 기업 ② 수출 목적을 위한 임가","수출,부산,원자재 수입,수출 경쟁력 강화,홍보 마케팅,2026,해외규격,국제운송,탄소중립,수출입,관세,부산경제진흥원,부산광역시,지재권,중소기업",해외진출,4763
826,경상남도,경남여성새로일하기센터,경영,[경남] 2026년 경력단절예방지원사업 직장문화개선 기업컨설팅 참여기업 모집 공고,,,2026-05-20,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122216,선착순 접수,중소기업,경남광역여성새로일하기센터는 도내 기업을 대상으로 심층 솔루션을 제공하여 지속 가능한 경영 체계를 구축함으로써 기업 및 조직 경쟁력을 향상하기 위해「2026년 직장문화개선 기업컨설팅」사업을 진행합니다. 이에 다음과 같이 참여기업을 모집 공고합니다. ☞ 경남지역 새일센터 구인등록 기업 및 여성친화일촌기업 등 ☞ 선발기업에 전담노무사의 컨설팅 제공 (기업당 최대 6회) - 기업별 고용 구조 분석을 기반으로 한 현안 해결 및 경영리스크 관리체계 구축 - 유연근무제 등 일ㆍ생활균형지원제도 설계 및 가족친화경영 인증을 위한 규정 표준화 지원 ,"경영,경남,2026,경상남도,경남여성새로일하기센터,직장문화개선,새일센터,솔루션,전담노무사,컨설팅,가족친화경영,일ㆍ생활균형지원제도",컨설팅,3619
827,부산광역시,부산테크노파크,수출,[부산] 2026년 신발기업 해외물류 바우처 지원사업 참여기업 모집 공고(지원확대),,,2026-05-19,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000122195,예산 소진시까지,중소기업,"부산테크노파크 신발패션진흥단은 부산신발기업 수출입 경쟁력 회복을 위한 「2026 신발기업 해외물류 바우처 지원사업」을 추진합니다. 본 사업에 참가를 희망하는 기업은 아래 내용을 참고하시어 신청하시기 바랍니다. ☞ 아래 조건을 모두 충족시 지원가능 ① 2026. 01. 01. ~ 현재까지 20만원 이상 물류비가 발생한 신발기업 ② 직전년도 직수출 실적 3천만USD 이하 부산 소재 신발기업 또는 신발산업 관련 신발완제품, 소재, 부품, 장비 제조기업 등 ③ 동일 건으로 타 기관 물류지원사업 수혜 이력이 없는 수출입 건만 해당 (중복수혜","수출,부산,부산신발기업,2026,신발산업,해외물류,물류비,수출입,부산테크노파크,신발기업,신발,부산광역시,바우처",해외진출,6011
